Lok Sabha,Member Name,Gender,Constituency Name,State Name,Party Name
Eighth Lok Sabha,Shri Dileep Singh Bhuria,Male,Jhabua-ST,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Birbal Ram,Male,Ganganagar-SC,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Ajoy Biswas,Male,Tripura West,Tripura,Communist Party of India (Marxist)
Eighth Lok Sabha,Shri Brahm Dutt,Male,Tehri Garhwal,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Narendra Budania,Male,Churu,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Sujan Singh Bundela,Male,Jhansi,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Sardar Buta Singh,Male,Jalore-SC,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Parag Chaliha,Male,Jorhat,Assam,Asom Gana Parishad
Eighth Lok Sabha,Shri Chandra Shekhar Singh,Male,Banka,Bihar,Congress (I)
Eighth Lok Sabha,Shri Chandulal Chandrakar,Male,Durg,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Smt. Maragatham Chandrasekhar,Female,Sriperumbudur-SC,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Shri T.V. Chandrashekarappa,Male,Shimoga,Karnataka,Congress (I)
Eighth Lok Sabha,Chaudhari Charan Singh,Male,Baghpat,Uttar Pradesh,Lok Dal
Eighth Lok Sabha,Shri A. Charles,Male,Trivandrum,Kerala,Congress (I)
Eighth Lok Sabha,Shri Somnath Chatterjee,Male,Bolpur,West Bengal,Communist Party of India (Marxist)
Eighth Lok Sabha,Shri Naresh Chander Chaturvedi,Male,Kanpur,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Smt. Vidyawati Chaturvedi,Female,Khajuraho,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Manphool Singh Bhadu Chaudhary,Male,Bikaner,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Raghuraj Singh Chaudhary,Male,Etawah,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Ram Prakash Chaudhary,Male,Ambala-SC,Haryana,Congress (I)
Eighth Lok Sabha,Sqn.Ldr.(Retd.) Kamal Chaudhry,Male,Hoshiarpur,Punjab,Congress (I)
Eighth Lok Sabha,Shri Ashok Shankarrao Chavan,Male,Nanded,Maharashtra,Congress (I)
Eighth Lok Sabha,Smt. Premalabai Dajisaheb Chavan,Female,Karad,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri SHankarrao Bhaurao Chavan,Male,Nanded,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Ishwarbhai Khodabhai Chavda,Male,Anand,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Palaniappan Chidambaram,Male,Sivaganga,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Shri Chingwang Konyak,Male,Nagaland,Nagaland,Congress (I)
Eighth Lok Sabha,Dr. Chinta Mohan,Male,Tirupathi-SC,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri Narayan Choubey,Male,Midnapore,West Bengal,Communist Party of India
Eighth Lok Sabha,Smt. Usha Prakash Choudhari,Female,Amravati,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Nandlal Choudhary,Male,Sagar-SC,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Samar Brahma Choudhary,Male,Kokrajhar-ST,Assam,Unattached
Eighth Lok Sabha,Shri A.B.A. Ghani Khan Choudhury,Male,Malda,West Bengal,Congress (I)
Eighth Lok Sabha,Shri Saifuddin Choudhury,Male,Katwa,West Bengal,Communist Party of India (Marxist)
Eighth Lok Sabha,Shri Jagannath Chowdhary,Male,Ballia,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Ajitsinh Dabhi,Male,Kaira,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Mool Chand Daga,Male,Pali,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Dalbir Singh,Male,Sirsa-SC,Haryana,Congress (I)
Eighth Lok Sabha,Shri Dalbir Singh,Male,Shahdol-ST,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Hussain Dalwai,Male,Ratnagiri,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Somjibhai Damor,Male,Dohad-ST,Gujarat,Congress (I)
Eighth Lok Sabha,Prof. Madhu Dandavate,Male,Rajapur,Maharashtra,Janata Party
Eighth Lok Sabha,Shri Teja Singh Dardi,Male,Bhatinda-SC,Punjab,Akali Dal
Eighth Lok Sabha,Shri Anadi Charan Das,Male,Jajpur-SC,Odisha,Congress (I)
Eighth Lok Sabha,Shri Bipinpal Das,Male,Tezpur,Assam,Congress (I)
Eighth Lok Sabha,Shri Renu Pada Das,Male,Krishnagar,West Bengal,Communist Party of India (Marxist)
Eighth Lok Sabha,Shri Priya Ranjan Dasmunsi,Male,Howrah,West Bengal,Congress (I)
Eighth Lok Sabha,Shri Amal Datta,Male,Diamond Harbour,West Bengal,Communist Party of India (Marxist)
Eighth Lok Sabha,Shri Sarat Kumar Deb,Male,Kendrapara,Odisha,Janata Party
Eighth Lok Sabha,Shri N. Dennis,Male,Nagercoil,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Shri V. Kishore Chandra Deo,Male,Parvathipuram-ST,Andhra Pradesh,Congress (S)
Eighth Lok Sabha,Shri Murli Deora,Male,Bombay South,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri B.V. Desai,Male,Raichur,Karnataka,Congress (I)
Eighth Lok Sabha,Shri Sontosh Mohan Dev,Male,Silchar,Assam,Congress (I)
Eighth Lok Sabha,Shri B. Devarajan,Male,Rasipuram-SC,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Smt. Chanra Bhanu Devi,Female,Balia,Bihar,Congress (I)
Eighth Lok Sabha,Shri Shanti Kumar Dhariwal,Male,Kota,Rajasthan,Congress (I)
Eighth Lok Sabha,Dr. Gurdial Singh Dhillon,Male,Ferozepur,Punjab,Congress (I)
Eighth Lok Sabha,Shri Radhakanta Digal,Male,Phulbani-SC,Odisha,Congress (I)
Eighth Lok Sabha,Shri Sharad Dighe,Male,Bombay North Central,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Digvijaya Singh,Male,Raigarh-ST,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Dr. Pratapsinh Jala Digvijaysinh ,Male,Surendranagar,Gujarat,Congress (I)
Eighth Lok Sabha,Smt. Sheila Dikshit,Female,Kannauj,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Dinesh Singh,Male,Pratapgarh,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Girdhari Lal Dogra,Male,Udhampur,Jammu and Kashmir,Congress (I)
Eighth Lok Sabha,Shri Sahebrao P. Dongaonkar,Male,Aurangabad,Maharashtra,Congress (S)
Eighth Lok Sabha,Shri H.A. Dora,Male,Srikakulam,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri Bhishma Deo Dube,Male,Banda,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Sunil Dutt,Male,Bombay North West,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Biren Singh Engti,Male,Autonomous District-ST,Assam,Congress (I)
Eighth Lok Sabha,Shri Eduardo Faleiro,Male,Mormugao,Goa,Congress (I)
Eighth Lok Sabha,Shri Oscar Fernandes,Male,Udipi,Karnataka,Congress (I)
Eighth Lok Sabha,Shri Vithal Narhar Gadgil,Male,Pune,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Bheravdan Khetdangi Gadhvi,Male,Banaskantha,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Ranjit Sinh Gaekwad,Male,Baroda,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Udaysingrao Gaikwad,Male,Kolhapur,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Giridhar Gamang,Male,Koraput-ST,Odisha,Congress (I)
Eighth Lok Sabha,Shri Chhitubhai Gamit,Male,Mandvi-ST,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Rajiv Gandhi,Male,Amethi,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Ganga Ram,Male,Firozabad-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Sitaram Jivyabhai Gavali,Male,Dadra and Nagar Haveli-ST,Dadra and Nagar Haveli,Independent
Eighth Lok Sabha,Shri Manikrao Hodlya Gavit,Male,Nandurbar-ST,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Ashok Gehlot,Male,Jodhpur,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Abdul Ghafoor,Male,Siwan,Bihar,Congress (I)
Eighth Lok Sabha,Shri Shantaram Gopal Gholap,Male,Thane,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri M.Y. Ghorpade,Male,Raichur,Karnataka,Congress (I)
Eighth Lok Sabha,Shri Debi Ghosal,Male,Barrackpore,West Bengal,Congress (I)
Eighth Lok Sabha,Shri Bimal Kanti Ghosh,Male,Serampore,West Bengal,Congress (I)
Eighth Lok Sabha,Shri Tarun Kanti Ghosh,Male,Barasat,West Bengal,Congress (I)
Eighth Lok Sabha,Smt. Bibha Ghosh Goswami,Female,Nabadwip-SC,West Bengal,Communist Party of India (Marxist)
Eighth Lok Sabha,Shri Satyendra Chandra Ghuria,Male,Nainital,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Mewa Singh Gill,Male,Ludhiana,Punjab,Akali Dal
Eighth Lok Sabha,Chowdhry Girdhari Lal,Male,Bijnor-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Gigabhai Gohil,Male,Bhavnagar,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Gopeshwar,Male,Jamshedpur,Bihar,Congress (I)
Eighth Lok Sabha,Shri Dinesh Goswami,Male,Guwahati,Assam,Asom Gana Parishad
Eighth Lok Sabha,Shri Senapathi A. Gounder,Male,Palani,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Shri H.N. Nanje Gowda,Male,Hassan,Karnataka,Congress (I)
Eighth Lok Sabha,Smt. Phulrenu Guha,Female,Contai,West Bengal,Congress (I)
Eighth Lok Sabha,Shri Indrajit Gupta,Male,Basirhat,West Bengal,Communist Party of India
Eighth Lok Sabha,Shri Janak Raj Gupta,Male,Jammu,Jammu and Kashmir,Congress (I)
Eighth Lok Sabha,Smt. Prabhawati Gupta,Female,Motihari,Bihar,Congress (I)
Eighth Lok Sabha,Shri S.M. Guraddi,Male,Bijapur,Karnataka,Janata Party
Eighth Lok Sabha,Prof. Manoranjan Halder,Male,Mathurapur-SC,West Bengal,Congress (I)
Eighth Lok Sabha,Shri Abdul Hamid,Male,Dhubri,Assam,Independent
Eighth Lok Sabha,Shri Matilal Hansda,Male,Jhargram-ST,West Bengal,Communist Party of India (Marxist)
Eighth Lok Sabha,Shri Hardwari Lal,Male,Rohtak,Haryana,Congress (I)
Eighth Lok Sabha,Shri Harpal Singh,Male,Kurukshetra,Haryana,Congress (I)
Eighth Lok Sabha,Shri Seth Hembram,Male,Rajmahal-ST,Bihar,Congress (I)
Eighth Lok Sabha,Shri Het Ram,Male,Sirsa-SC,Haryana,Janata Party
Eighth Lok Sabha,Shri Syed Masudal Hossain,Male,Murshidabad,West Bengal,Communist Party of India (Marxist)
Eighth Lok Sabha,Shri V.S. Krishna Iyer,Male,Bangalore South,Karnataka,Janata Party
Eighth Lok Sabha,Shri Daulatsinhji Pratapsinhji Jadeja,Male,Jamnagar,Gujarat,Congress (I)
Eighth Lok Sabha,Shri C.K. Jaffer Sharief,Male,Bangalore North,Karnataka,Congress (I)
Eighth Lok Sabha,Shri Jagannath Prasad,Male,Mohanlalganj-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri S. Jagathrakshakan,Male,Chengalpattu,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Eighth Lok Sabha,Shri Jagjivan Ram,Male,Sasaram-SC,Bihar,Unattached
Eighth Lok Sabha,Shri Jaideep Singh,Male,Godhra,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Dal Chander Jain,Male,Damoh,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Nihal Singh Jain,Male,Agra,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Virdhi Chand Jain,Male,Barmer,Rajasthan,Congress (I)
Eighth Lok Sabha,Dr. Bal Ram Jakhar,Male,Sikar,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Jamilur Rahman,Male,Kishanganj,Bihar,Congress (I)
Eighth Lok Sabha,Shri M.R. Kadambur Janarthanan,Male,Tirunelveli,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Eighth Lok Sabha,Shri Khelan Ram Jangde,Male,Bilaspur-SC,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Kammodilal Jatav,Male,Morena-SC,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Adikesavan Jayamohan,Male,Tirupattur,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Shri Rangaswamy Jeevarathinam,Male,Arakkonam,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Shri Chintamani Jena,Male,Balasore,Odisha,Congress (I)
Eighth Lok Sabha,Smt. N.P. Jhansi Lakshmi,Female,Chittoor,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri Mohan Lal Jhikram,Male,Mandla-ST,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Jitender Singh,Male,Maharajganj,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Jitendra Prasada,Male,Shahjahanpur,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Jujhar Singh,Male,Jhalawar,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Abdul Rashid Kabuli,Male,Srinagar,Jammu and Kashmir,National Conference
Eighth Lok Sabha,Shri Sambhajirao Sahebrao Kakade,Male,Baramati,Maharashtra,Janata Party
Eighth Lok Sabha,Dr. A. Kalanitthi,Male,Madras Central,Tamil Nadu,Dravida Munnetra Kazhagam
Eighth Lok Sabha,Dr.(Smt.) T. Kalpana Devi,Female,Warangal,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri Kamal Nath,Male,Chhindwara,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Gurudas Kamat,Male,Bombay North East,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Arvind Tulsiram Kamble,Male,Osmanabad-SC,Maharashtra,Congress (I)
Eighth Lok Sabha,Kumari Kamla Kumari,Female,Palamau-SC,Bihar,Congress (I)
Eighth Lok Sabha,Prof. Meijinlung Kamson,Male,Outer Manipur-ST,Manipur,Congress (I)
Eighth Lok Sabha,Shri P. Kannan,Male,Tiruchengode,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Eighth Lok Sabha,Smt. Chandresh Kumari Katoch,Female,Kangra,Himachal Pradesh,Congress (I)
Eighth Lok Sabha,Smt. Sheila Kaul,Female,Lucknow,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Jagannath Kaushal,Male,Chandigarh,Chandigarh,Congress (I)
Eighth Lok Sabha,Shri Lala Ram Ken,Male,Bayana-SC,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Keyur Bhushan,Male,Raipur,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Arif Mohammed Khan,Male,Bahraich,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Aslam Sher Khan,Male,Betul,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Khurshed Alam Khan,Male,Farrukhabad,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Mohammad Mahfooz Ali Khan,Male,Etah,Uttar Pradesh,Lok Dal
Eighth Lok Sabha,Shri Mohd. Ayub Khan,Male,Jhunjhunu,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Rahim Khan,Male,Faridabad,Haryana,Congress (I)
Eighth Lok Sabha,Shri Zulfiquar Ali Khan,Male,Rampur,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Mohd. Ayub Khan(Udhampur),Male,Udhampur,Jammu and Kashmir,Congress (I)
Eighth Lok Sabha,Dr. Nirmal Khatri,Male,Faizabad,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Ram Shreshth Khirhar,Male,Sitamarhi,Bihar,Congress (I)
Eighth Lok Sabha,Chaudhry Khurshid Ahmed,Male,Faridabad,Haryana,Lok Dal
Eighth Lok Sabha,Smt. Mohsina Kidwai,Female,Meerut,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Kinder Lal,Male,Hardoi-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Prithvi Chand Kisku,Male,Dumka-ST,Bihar,Congress (I)
Eighth Lok Sabha,Shri P. Kolandaivelu,Male,Gobichettipalayam,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Eighth Lok Sabha,Shri K.T. Kosalram,Male,Tiruchendur,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Shri Krishan Pratap Singh,Male,Maharajganj,Bihar,Congress (I)
Eighth Lok Sabha,Shri S. Krishna Kumar,Male,Quilon,Kerala,Congress (I)
Eighth Lok Sabha,Smt. Kesharbai Kshirsagar,Female,Bhir,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Gangadhar Sidramappa Kuchan,Male,Solapur,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Maurice Kujur,Male,Sundergarh-ST,Odisha,Congress (I)
Eighth Lok Sabha,Smt. Meira Kumar,Female,Bijnor-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri P.R. Kumaramangalam,Male,Salem,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Shri K. Kunjumbu,Male,Adoor-SC,Kerala,Congress (I)
Eighth Lok Sabha,Shri Kunwar Ram,Male,Nawada-SC,Bihar,Congress (I)
Eighth Lok Sabha,Shri C.K. Kuppuswamy,Male,Coimbatore,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Prof. P.J. Kurien,Male,Idukki,Kerala,Congress (I)
Eighth Lok Sabha,Adv. Suresh Kurup,Male,Kottayam,Kerala,Communist Party of India (Marxist)
Eighth Lok Sabha,Chaudhary Lachchi Ram,Male,Jalaur-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Lal Duhoma,Male,Mizoram-ST,Mizoram,Congress (I)
Eighth Lok Sabha,Shri Asutosh Law,Male,Dumdum,West Bengal,Congress (I)
Eighth Lok Sabha,Shri Wangpha Lowang,Male,Arunachal East,Arunachal Pradesh,Congress (I)
Eighth Lok Sabha,Shri Mahabir Prasad,Male,Banasgaon-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Yadav Shivram Mahajan,Male,Jalgaon,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri M. Mahalingam,Male,Nagapattinam-SC,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Eighth Lok Sabha,Shri Chitta Ranjan Mahata,Male,Purulia,West Bengal,All India Forward Bloc
Eighth Lok Sabha,Shri Mahendra Singh,Male,Guna,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Lalit Maken,Male,South Delhi,Delhi,Congress (I)
Eighth Lok Sabha,Shri Narsingh Makwana,Male,Dhandhuka-SC,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Dharam Pal Singh Malik,Male,Sonepat,Haryana,Congress (I)
Eighth Lok Sabha,Shri Purna Chandra Malik,Male,Durgapur-SC,West Bengal,Communist Party of India (Marxist)
Eighth Lok Sabha,Shri Lakshman Mallick,Male,Jagatsinghpur,Odisha,Congress (I)
Eighth Lok Sabha,Shri Bapulal Malviya,Male,Shajapur-SC,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Sanat Kumar Mandal,Male,Joynagar-SC,West Bengal,Revolutionary Socialist Party
Eighth Lok Sabha,Shri Murlidhar Mane,Male,Nashik,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Rajaram Alias Balasaheb Shankarrao Mane,Male,Ichalkaranji,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Manvendra Singh,Male,Mathura,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Martand Singh,Male,Rewa,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Ram Kumar Meena,Male,Sawai Madhopur-ST,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Haroobhai Mehta,Male,Ahmedabad,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Ram Niwas Mirdha,Male,Nagaur,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri Gargi Shankar Mishra,Male,Seoni,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Dr. Prabhat Kumar Mishra,Male,Janjgir,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Ram Nagina Mishra,Male,Salempur,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Shripati Mishra,Male,Machhlishahr,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Umakant Mishra,Male,Mirzapur,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Vijay Kumar Mishra,Male,Darbhanga,Bihar,Janata Party
Eighth Lok Sabha,Shri Nityananda Misra,Male,Bolangir,Odisha,Congress (I)
Eighth Lok Sabha,Shri Satyagopal Misra,Male,Tamluk,West Bengal,Communist Party of India (Marxist)
Eighth Lok Sabha,Shri Vishnu Kumar Modi,Male,Ajmer,Rajasthan,Congress (I)
Eighth Lok Sabha,Shri K. Mohandas,Male,Mukundapuram,Kerala,Kerala Congress
Eighth Lok Sabha,Shri Brajmohan Mohanty,Male,Puri,Odisha,Congress (I)
Eighth Lok Sabha,Shri Hannan Mollah,Male,Uluberia,West Bengal,Communist Party of India (Marxist)
Eighth Lok Sabha,Shri Ramkrishna More,Male,Khed,Maharashtra,Congress (I)
Eighth Lok Sabha,Smt. Geeta Mukherjee,Female,Panskura,West Bengal,Communist Party of India
Eighth Lok Sabha,Shri Ananda Gopal Mukhopadhyay,Male,Asansol,West Bengal,Congress (I)
Eighth Lok Sabha,Shri Ramachandran Mullappally,Male,Cannanore,Kerala,Congress (I)
Eighth Lok Sabha,Shri George Joseph Mundackal,Male,Muvattupuzha,Kerala,Kerala Congress
Eighth Lok Sabha,Shri Sidha Lal Murmu,Male,Mayurbhanj-ST,Odisha,Congress (I)
Eighth Lok Sabha,Shri M.V.Chandrashekhara Murthy,Male,Kanakapura,Karnataka,Congress (I)
Eighth Lok Sabha,Shri A.R. Murugaiah,Male,Karur,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Col. Ajay Narayan Mushran,Male,Jabalpur,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Vilas Baburao Muttemwar,Male,Chimur,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Devaraya G. Naik,Male,Kanara,Karnataka,Congress (I)
Eighth Lok Sabha,Shri Shantaram L. Naik,Male,Panaji,Goa,Congress (I)
Eighth Lok Sabha,Shri D.K. Naikar,Male,Dharwad North,Karnataka,Congress (I)
Eighth Lok Sabha,Shri P. Namgyal,Male,Ladakh,Jammu and Kashmir,Congress (I)
Eighth Lok Sabha,Shri Katuri Narayana Swamy,Male,Narasaraopet,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri K.R. Narayanan,Male,Ottapalam-SC,Kerala,Congress (I)
Eighth Lok Sabha,Shri D. Narayanaswami,Male,Anantapur,Andhra Pradesh,Telugu Desam Party
Eighth Lok Sabha,Shri K.R. Natarajan,Male,Dindigul,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Eighth Lok Sabha,Smt. Sundarwati Nawal Prabhakar,Female,Karol Bagh-SC,Delhi,Congress (I)
Eighth Lok Sabha,Shri Rameshwar Neekhra,Male,Hoshangabad,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Chandra Mohan Singh Negi,Male,Garhwal,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Arun Kumar Nehru,Male,Raebareli,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Arvind Vishram Singh Netam,Male,Kanker-ST,Madhya Pradesh,Congress (I)
Eighth Lok Sabha,Shri Bharat Kumar Maldevji Odedra,Male,Porbandar,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Channaiah Odeyar,Male,Davangere,Karnataka,Congress (I)
Eighth Lok Sabha,Smt. Sumati Oraon,Female,Lohardaga-ST,Bihar,Congress (I)
Eighth Lok Sabha,Shri Sultan Salahuddin Owaisi,Male,Hyderabad,Andhra Pradesh,Independent
Eighth Lok Sabha,Shri E.S.M. Packeer Mohamed,Male,Mayuram-SC,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Shri S.S. Ramaswamy Padayachi,Male,Tindivanam,Tamil Nadu,Congress (I)
Eighth Lok Sabha,Shri Raj Mangal Pande,Male,Deoria,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Damodar Pandey,Male,Hazaribagh,Bihar,Congress (I)
Eighth Lok Sabha,Shri Kali Prasad Pandey,Male,Gopalganj,Bihar,Independent
Eighth Lok Sabha,Shri Madan Pandey,Male,Gorakhpur,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Dr. Manoj Pandey,Male,Bettiah,Bihar,Congress (I)
Eighth Lok Sabha,Shri Chintamani Panigrahi,Male,Bhubaneswar,Odisha,Congress (I)
Eighth Lok Sabha,Shri Sriballava Panigrahi,Male,Deogarh,Odisha,Congress (I)
Eighth Lok Sabha,Shri Ram Pyare Panika,Male,Robertsganj-SC,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Shri Ajit Kumar Panja,Male,Calcutta North East,West Bengal,Congress (I)
Eighth Lok Sabha,Shri Krishna Chandra Pant,Male,New Delhi,Delhi,Congress (I)
Eighth Lok Sabha,Prof. Narain Chand Parashar,Male,Hamirpur,Himachal Pradesh,Congress (I)
Eighth Lok Sabha,Shri Keshaorao Atmaramji Pardhi,Male,Bhandara,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Ram Bhagat Paswan,Male,Rosera-SC,Bihar,Congress (I)
Eighth Lok Sabha,Dr. A.K. Patel,Male,Mehsana,Gujarat,Bharatiya Janata Party
Eighth Lok Sabha,Shri Ahmed Mohammed Patel,Male,Broach,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Chhaganbhai Debabhai Patel,Male,Surat,Gujarat,Congress (I)
Eighth Lok Sabha,Shri G.I. Patel,Male,Gandhinagar,Gujarat,Congress (I)
Eighth Lok Sabha,Shri H.M. Patel,Male,Sabarkantha,Gujarat,Janata Party
Eighth Lok Sabha,Shri Mohanbhai Laljibhai Patel,Male,Junagadh,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Ram Pujan Patel,Male,Phulpur,Uttar Pradesh,Congress (I)
Eighth Lok Sabha,Smt. Ramabhen Ramjibhai Mavani Patel,Female,Rajkot,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Shantilal Purshottamdas Patel,Male,Godhra,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Uttambhai Harjibhai Patel,Male,Valsad-ST,Gujarat,Congress (I)
Eighth Lok Sabha,Shri Ananda Pathak,Male,Darjeeling,West Bengal,Communist Party of India (Marxist)
Eighth Lok Sabha,Shri Chandra Kishore Pathak,Male,Saharsa,Bihar,Congress (I)
Eighth Lok Sabha,Shri Balasaheb Vikhe Patil,Male,Kopargaon,Maharashtra,Congress (I)
Eighth Lok Sabha,Shri Dinkar Babu Patil,Male,Kulaba,Maharashtra,Unattached
Eighth Lok Sabha,Shri Hanumatgouda Bhimanagouda Patil,Male,Bagalkot,Karnataka,Congress (I)
